Level	Rule Name	Subject	Property	Value
WARN	missing_definition	Schipperke	IAO:0000115	
WARN	missing_definition	Murray Grey	IAO:0000115	
WARN	missing_definition	Border Collie	IAO:0000115	
WARN	missing_definition	Yorkshire Terrier	IAO:0000115	
WARN	missing_definition	Saluke	IAO:0000115	
WARN	missing_definition	Waygu	IAO:0000115	
WARN	missing_definition	Japanese Brown	IAO:0000115	
WARN	missing_definition	Sokolka	IAO:0000115	
WARN	missing_definition	New Hampshire	IAO:0000115	
WARN	missing_definition	Red Bulgarian	IAO:0000115	
WARN	missing_definition	Minnesota	IAO:0000115	
WARN	missing_definition	Blue and White Belgian	IAO:0000115	
WARN	missing_definition	Racing Homer	IAO:0000115	
WARN	missing_definition	White Carneau	IAO:0000115	
WARN	missing_definition	Assaf	IAO:0000115	
WARN	missing_definition	Great Dane	IAO:0000115	
WARN	missing_definition	German Pie	IAO:0000115	
WARN	missing_definition	Ancona	IAO:0000115	
WARN	missing_definition	Brown Leghorn	IAO:0000115	
WARN	missing_definition	Brown Italian	IAO:0000115	
WARN	missing_definition	Wallachian	IAO:0000115	
WARN	missing_definition	Cigaja	IAO:0000115	
WARN	missing_definition	Keeshond	IAO:0000115	
WARN	missing_definition	West Highland	IAO:0000115	
WARN	missing_definition	Central Belgian	IAO:0000115	
WARN	missing_definition	Upper Belgian	IAO:0000115	
WARN	missing_definition	Toy Poodle	IAO:0000115	
WARN	missing_definition	Finnish Landrace	IAO:0000115	
WARN	missing_definition	Elkhound	IAO:0000115	
WARN	missing_definition	Najdi	IAO:0000115	
WARN	missing_definition	Hejazi	IAO:0000115	
WARN	missing_definition	White Fulani	IAO:0000115	
WARN	missing_definition	Columbia	IAO:0000115	
WARN	missing_definition	Black Castilian	IAO:0000115	
WARN	missing_definition	Barred Utreranian	IAO:0000115	
WARN	missing_definition	Silky Terrier	IAO:0000115	
WARN	missing_definition	Hyfer	IAO:0000115	
WARN	missing_definition	Border Leicester	IAO:0000115	
WARN	missing_definition	Dexter	IAO:0000115	
WARN	missing_definition	Airedale	IAO:0000115	
WARN	missing_definition	Australian Friesian Sahiwal	IAO:0000115	
WARN	missing_definition	Malvi	IAO:0000115	
WARN	missing_definition	Khillar	IAO:0000115	
WARN	missing_definition	Krankrej	IAO:0000115	
WARN	missing_definition	Dangi	IAO:0000115	
WARN	missing_definition	Red Japanese	IAO:0000115	
WARN	missing_definition	Normandy	IAO:0000115	
WARN	missing_definition	Crioula Lanada	IAO:0000115	
WARN	missing_definition	Crioula	IAO:0000115	
WARN	missing_definition	Scottish Fold	IAO:0000115	
WARN	missing_definition	Lacha	IAO:0000115	
WARN	missing_definition	Giant Schnauzer	IAO:0000115	
WARN	missing_definition	Drenthe	IAO:0000115	
WARN	missing_definition	Chincilla	IAO:0000115	
WARN	missing_definition	Merinolandschaf	IAO:0000115	
WARN	missing_definition	Wuttemberg Merino	IAO:0000115	
WARN	missing_definition	Leine	IAO:0000115	
WARN	missing_definition	Persian	IAO:0000115	
WARN	missing_definition	Doberman	IAO:0000115	
WARN	missing_definition	Norwegian Elkhound	IAO:0000115	
WARN	missing_definition	Schnauzer	IAO:0000115	
WARN	missing_definition	Yorkshire terrier	IAO:0000115	
WARN	missing_definition	Chinese Shar-Pei	IAO:0000115	
WARN	missing_definition	Dobermann	IAO:0000115	
WARN	missing_definition	Australorp	IAO:0000115	
WARN	missing_definition	Tibetan Terrier	IAO:0000115	
WARN	missing_definition	Sur	IAO:0000115	
WARN	missing_definition	Red Setter	IAO:0000115	
WARN	missing_definition	Labrador	IAO:0000115	
WARN	missing_definition	Retriever	IAO:0000115	
WARN	missing_definition	Rough Collie	IAO:0000115	
WARN	missing_definition	Friesian	IAO:0000115	
WARN	missing_definition	Estonian Bacon	IAO:0000115	
WARN	missing_definition	Red Dane	IAO:0000115	
WARN	missing_definition	White Czecholslovakian	IAO:0000115	
WARN	missing_definition	Pug	IAO:0000115	
WARN	missing_definition	Alpen	IAO:0000115	
WARN	missing_definition	Manchester Terrier	IAO:0000115	
WARN	missing_definition	Pointer	IAO:0000115	
WARN	missing_definition	Springer Spaniel	IAO:0000115	
WARN	missing_definition	Berkshire	IAO:0000115	
WARN	missing_definition	White Rock	IAO:0000115	
WARN	missing_definition	Briard	IAO:0000115	
WARN	missing_definition	Merino	IAO:0000115	
WARN	missing_definition	Australian Milking Zebu	IAO:0000115	
WARN	missing_definition	Australian Shepherd	IAO:0000115	
WARN	missing_definition	Pembroke Welsh Corgi	IAO:0000115	
WARN	missing_definition	Red Spotted Hungarian	IAO:0000115	
WARN	missing_definition	Red and White Norwegian	IAO:0000115	
WARN	missing_definition	Telemark	IAO:0000115	
WARN	missing_definition	Bighorn	IAO:0000115	
WARN	missing_definition	Camborough	IAO:0000115	
WARN	missing_definition	Pekinese	IAO:0000115	
WARN	missing_definition	Palomino	IAO:0000115	
WARN	missing_definition	Poll Dorset	IAO:0000115	
WARN	missing_definition	Altamurana	IAO:0000115	
WARN	missing_definition	Polish Mountain	IAO:0000115	
WARN	missing_definition	Polish Zackel	IAO:0000115	
WARN	missing_definition	Kent	IAO:0000115	
WARN	missing_definition	Fryz	IAO:0000115	
WARN	missing_definition	Chiana	IAO:0000115	
WARN	missing_definition	Lakeland Terrier	IAO:0000115	
WARN	missing_definition	Jersey Giant	IAO:0000115	
WARN	missing_definition	Polypay	IAO:0000115	
WARN	missing_definition	Modica	IAO:0000115	
WARN	missing_definition	Cairn terrier	IAO:0000115	
WARN	missing_definition	Teso	IAO:0000115	
WARN	missing_definition	Ankole	IAO:0000115	
WARN	missing_definition	Shorthorned Zebu	IAO:0000115	
WARN	missing_definition	Rhode Island	IAO:0000115	
WARN	missing_definition	Miniature Pinscher	IAO:0000115	
WARN	missing_definition	Nellore	IAO:0000115	
WARN	missing_definition	Pisa	IAO:0000115	
WARN	missing_definition	American Quarter Horse	IAO:0000115	
WARN	missing_definition	Fengjing	IAO:0000115	
WARN	missing_definition	Minzhu	IAO:0000115	
WARN	missing_definition	Awassi	IAO:0000115	
WARN	missing_definition	Bearded Collie	IAO:0000115	
WARN	missing_definition	Anglo Nubian	IAO:0000115	
WARN	missing_definition	Blue Faced Leicester	IAO:0000115	
WARN	missing_definition	Swaledale	IAO:0000115	
WARN	missing_definition	Brown Russian	IAO:0000115	
WARN	missing_definition	Great Yorkshire	IAO:0000115	
WARN	missing_definition	Oldenburg	IAO:0000115	
WARN	missing_definition	Romagnola	IAO:0000115	
WARN	missing_definition	Red Spotted	IAO:0000115	
WARN	missing_definition	Angeln Saddleback	IAO:0000115	
WARN	missing_definition	Angus	IAO:0000115	
WARN	missing_definition	Broad Breasted Bronze	IAO:0000115	
WARN	missing_definition	Guzera	IAO:0000115	
WARN	missing_definition	Rottweiler	IAO:0000115	
WARN	missing_definition	Fyoumi	IAO:0000115	
WARN	missing_definition	Marche	IAO:0000115	
WARN	missing_definition	Swedish Highland	IAO:0000115	
WARN	missing_definition	Sealyham Terrier	IAO:0000115	
WARN	missing_definition	Swedish Mountain	IAO:0000115	
WARN	missing_definition	Red and white Swedish	IAO:0000115	
WARN	missing_definition	Brangus	IAO:0000115	
WARN	missing_definition	Golden Campine	IAO:0000115	
WARN	missing_definition	Essex	IAO:0000115	
WARN	missing_definition	Saddleback	IAO:0000115	
WARN	missing_definition	Alsatian	IAO:0000115	
WARN	missing_definition	Shar Planinetz	IAO:0000115	
WARN	missing_definition	Siberian Huskie	IAO:0000115	
WARN	missing_definition	Flemish Giant	IAO:0000115	
WARN	missing_definition	New Zealand White	IAO:0000115	
WARN	missing_definition	Foxhound	IAO:0000115	
WARN	missing_definition	White Chinese	IAO:0000115	
WARN	missing_definition	Mouton Vendeen	IAO:0000115	
WARN	missing_definition	Jersey	IAO:0000115	
WARN	missing_definition	British shorthair	IAO:0000115	
WARN	missing_definition	Domestic shorthair	IAO:0000115	
WARN	missing_definition	Bull Mastiff	IAO:0000115	
WARN	missing_definition	German Shorthaired Pointer	IAO:0000115	
WARN	missing_definition	Boykin Spaniel	IAO:0000115	
WARN	missing_definition	Brown Sofia	IAO:0000115	
WARN	missing_definition	French Landrace	IAO:0000115	
WARN	missing_definition	Edelschwein	IAO:0000115	
WARN	missing_definition	English Springer Spaniel	IAO:0000115	
WARN	missing_definition	North Caucasian	IAO:0000115	
WARN	missing_definition	Romanov	IAO:0000115	
WARN	missing_definition	German Long-wool	IAO:0000115	
WARN	missing_definition	Rubia Gallega	IAO:0000115	
WARN	missing_definition	Asturiana	IAO:0000115	
WARN	missing_definition	Casco de Mula	IAO:0000115	
WARN	missing_definition	Baladi	IAO:0000115	
WARN	missing_definition	Angler	IAO:0000115	
WARN	missing_definition	Red and White German	IAO:0000115	
WARN	missing_definition	Barred Plymouth Rock	IAO:0000115	
WARN	missing_definition	Marwari	IAO:0000115	
WARN	missing_definition	East African Shorthorn Zebu	IAO:0000115	
WARN	missing_definition	Piedmontese	IAO:0000115	
WARN	missing_definition	Bohemian White	IAO:0000115	
WARN	missing_definition	East African Zebu	IAO:0000115	
WARN	missing_definition	Elliottdale	IAO:0000115	
WARN	missing_definition	Lhasa Apso	IAO:0000115	
WARN	missing_definition	Damascus	IAO:0000115	
WARN	missing_definition	Namaqua	IAO:0000115	
WARN	missing_definition	Australian Sheepdog	IAO:0000115	
WARN	missing_definition	Polish Owczarek Nizinny	IAO:0000115	
WARN	missing_definition	Red Brahman	IAO:0000115	
WARN	missing_definition	Indubrazil	IAO:0000115	
WARN	missing_definition	Belgian Blue	IAO:0000115	
WARN	missing_definition	White Jaidara	IAO:0000115	
WARN	missing_definition	Gordon Setter	IAO:0000115	
WARN	missing_definition	Brown Alpine	IAO:0000115	
WARN	missing_definition	Bohemian Large White	IAO:0000115	
WARN	missing_definition	Black and White Lowland	IAO:0000115	
WARN	missing_definition	Merino Fleisch Schafe	IAO:0000115	
WARN	missing_definition	White Karaman	IAO:0000115	
WARN	missing_definition	Black and White Polish	IAO:0000115	
WARN	missing_definition	Clun Forest	IAO:0000115	
WARN	missing_definition	Canastrao	IAO:0000115	
WARN	missing_definition	Cocker Spaniel	IAO:0000115	
WARN	missing_definition	Chinchilla	IAO:0000115	
WARN	missing_definition	Urshumskaya	IAO:0000115	
WARN	missing_definition	Schwerfurt	IAO:0000115	
WARN	missing_definition	Beetal	IAO:0000115	
WARN	missing_definition	Black Bengal	IAO:0000115	
WARN	missing_definition	Black and White	IAO:0000115	
WARN	missing_definition	Jack Russel Terrier	IAO:0000115	
WARN	missing_definition	Columbian Rock	IAO:0000115	
WARN	missing_definition	Canchim	IAO:0000115	
WARN	missing_definition	Gaddi	IAO:0000115	
WARN	missing_definition	Large White	IAO:0000115	
WARN	missing_definition	Brown Swiss x Braunvieh	IAO:0000115	
WARN	missing_definition	Small African Zebu	IAO:0000115	
WARN	missing_definition	Borana	IAO:0000115	
WARN	missing_definition	Spotted Hungarian	IAO:0000115	
WARN	missing_definition	Black MInorca	IAO:0000115	
WARN	missing_definition	Mastin del Pirineo	IAO:0000115	
WARN	missing_definition	Mastin Espanol	IAO:0000115	
WARN	missing_definition	Gos d'Atura	IAO:0000115	
WARN	missing_definition	Sabueso Espanol	IAO:0000115	
WARN	missing_definition	White Tzagai	IAO:0000115	
WARN	missing_definition	Meishan	IAO:0000115	
WARN	missing_definition	American Standardbred	IAO:0000115	
WARN	missing_definition	Grey Hungarian	IAO:0000115	
WARN	missing_definition	Wrzosowka	IAO:0000115	
WARN	missing_definition	Baoule	IAO:0000115	
WARN	missing_definition	Ganjam	IAO:0000115	
WARN	missing_definition	Hungarian Red Spotted	IAO:0000115	
WARN	missing_definition	Red Pied Lowland	IAO:0000115	
WARN	missing_definition	Angeln	IAO:0000115	
WARN	missing_definition	Red German	IAO:0000115	
WARN	missing_definition	Maremma	IAO:0000115	
WARN	missing_definition	Corriedale	IAO:0000115	
WARN	missing_definition	Patanwadi	IAO:0000115	
WARN	missing_definition	Scottish Blackface	IAO:0000115	
WARN	missing_definition	Colombian	IAO:0000115	
WARN	missing_definition	Criolla	IAO:0000115	
WARN	missing_definition	Vacas de lidia	IAO:0000115	
WARN	missing_definition	Longhorn	IAO:0000115	
WARN	missing_definition	Caracu	IAO:0000115	
WARN	missing_definition	Chesapeake Bay Retriever	IAO:0000115	
WARN	missing_definition	Red Norwegian	IAO:0000115	
WARN	missing_definition	Polwarth	IAO:0000115	
WARN	missing_definition	Polish Red	IAO:0000115	
WARN	missing_definition	Light Sussex	IAO:0000115	
WARN	missing_definition	Single Comb White Leghorn	IAO:0000115	
WARN	missing_definition	White Pekin	IAO:0000115	
WARN	missing_definition	Montadale	IAO:0000115	
WARN	missing_definition	Jack Russell Terrier	IAO:0000115	
WARN	missing_definition	Priangan	IAO:0000115	
WARN	missing_definition	Black Leghorn	IAO:0000115	
WARN	missing_definition	Flemish Milksheep	IAO:0000115	
WARN	missing_definition	Romney Marsh	IAO:0000115	
WARN	missing_definition	Malamute	IAO:0000115	
WARN	missing_definition	Rathi	IAO:0000115	
WARN	missing_definition	Red Belgian	IAO:0000115	
WARN	missing_definition	King Charles Spaniel	IAO:0000115	
WARN	missing_definition	Gascon-Meishan	IAO:0000115	
WARN	missing_definition	Red Pied	IAO:0000115	
WARN	missing_definition	Shorthorn West African	IAO:0000115	
WARN	missing_definition	Sardinian Lowland	IAO:0000115	
WARN	missing_definition	Tervueron Shepherd	IAO:0000115	
WARN	missing_definition	Dorset	IAO:0000115	
WARN	missing_definition	Belgian Shepherd	IAO:0000115	
WARN	missing_definition	Boer	IAO:0000115	
WARN	missing_definition	Deutsches Edelschwein	IAO:0000115	
WARN	missing_definition	Boston Terrier	IAO:0000115	
WARN	missing_definition	Groningen	IAO:0000115	
WARN	missing_definition	White Cornish	IAO:0000115	
WARN	missing_definition	Gromark	IAO:0000115	
WARN	missing_definition	Gyr	IAO:0000115	
WARN	missing_definition	Large Black	IAO:0000115	
WARN	missing_definition	Red Poll	IAO:0000115	
WARN	missing_definition	Coloursided Tronder	IAO:0000115	
WARN	missing_definition	Blacksided Trondheims	IAO:0000115	
WARN	missing_definition	Oldenberg	IAO:0000115	
WARN	missing_definition	Chow	IAO:0000115	
WARN	missing_definition	Brown Mountain	IAO:0000115	
WARN	missing_definition	Lundehund	IAO:0000115	
WARN	missing_definition	Skye Terrier	IAO:0000115	
WARN	missing_definition	Sydney Silky	IAO:0000115	
WARN	missing_definition	Domestic Shorthair	IAO:0000115	
WARN	missing_definition	Black and White Danish	IAO:0000115	
WARN	missing_definition	Limousin	IAO:0000115	
WARN	missing_definition	Marchigiana	IAO:0000115	
WARN	missing_definition	Guzerat	IAO:0000115	
WARN	missing_definition	Tabapuan	IAO:0000115	
WARN	missing_definition	Bulgarian Improved White	IAO:0000115	
WARN	missing_definition	Polbar	IAO:0000115	
WARN	missing_definition	Polish Greenleg	IAO:0000115	
WARN	missing_definition	Red Sindhi	IAO:0000115	
WARN	missing_definition	Desi	IAO:0000115	
WARN	missing_definition	Madras Red	IAO:0000115	
WARN	missing_definition	Appaloosa	IAO:0000115	
WARN	missing_definition	Braunvieh	IAO:0000115	
WARN	missing_definition	Creole	IAO:0000115	
WARN	missing_definition	White American	IAO:0000115	
WARN	missing_definition	Black and White Swiss	IAO:0000115	
WARN	missing_definition	Sofia Brown	IAO:0000115	
WARN	missing_definition	Montafon	IAO:0000115	
WARN	missing_definition	Brown Bavarian	IAO:0000115	
WARN	missing_definition	Tyrolean Grey	IAO:0000115	
WARN	missing_definition	Red Friesian	IAO:0000115	
WARN	missing_definition	Maltese	IAO:0000115	
WARN	missing_definition	Carelian Beardogs	IAO:0000115	
WARN	missing_definition	Indonesian Thin Tail	IAO:0000115	
WARN	missing_definition	Pinzgauer	IAO:0000115	
WARN	missing_definition	Dutch Belted	IAO:0000115	
WARN	missing_definition	Fribourg Black Spotted	IAO:0000115	
WARN	missing_definition	Bluetick Hound	IAO:0000115	
WARN	missing_definition	White Polled Short Hair	IAO:0000115	
WARN	missing_definition	Beveren	IAO:0000115	
WARN	missing_definition	French	IAO:0000115	
WARN	missing_definition	Girolanda	IAO:0000115	
WARN	missing_definition	Terrier	IAO:0000115	
WARN	missing_definition	German Simmental	IAO:0000115	
WARN	missing_definition	Red Bohemian	IAO:0000115	
WARN	missing_definition	Gelbvieh	IAO:0000115	
WARN	missing_definition	Pied Bohemian	IAO:0000115	
WARN	missing_definition	Pied Slovak	IAO:0000115	
WARN	missing_definition	protein	IAO:0000115	
WARN	missing_definition	Poland China	IAO:0000115	
WARN	missing_definition	Hungarian White	IAO:0000115	
WARN	missing_definition	Block Spotted	IAO:0000115	
WARN	missing_definition	Spael	IAO:0000115	
WARN	missing_definition	Swedish Lapland	IAO:0000115	
WARN	missing_definition	Normande	IAO:0000115	
WARN	missing_definition	German Pinscher	IAO:0000115	
WARN	missing_definition	Blue Andalusian	IAO:0000115	
WARN	missing_definition	Tzigaia	IAO:0000115	
WARN	missing_definition	Sirohi	IAO:0000115	
WARN	missing_definition	Miniature Toy Poodle	IAO:0000115	
WARN	missing_definition	Choka	IAO:0000115	
WARN	missing_definition	Nali	IAO:0000115	
WARN	missing_definition	Karakachan	IAO:0000115	
WARN	missing_definition	Wurttemberg Merino	IAO:0000115	
WARN	missing_definition	German Blackheaded Mutton	IAO:0000115	
WARN	missing_definition	German Whiteheaded Mutton	IAO:0000115	
WARN	missing_definition	East Friesian	IAO:0000115	
WARN	missing_definition	Silver Spangled Hamburgh	IAO:0000115	
WARN	missing_definition	German Heath	IAO:0000115	
WARN	missing_definition	Rhon	IAO:0000115	
WARN	missing_definition	Bentheim	IAO:0000115	
WARN	missing_definition	Hovawart	IAO:0000115	
WARN	missing_definition	Vizsla	IAO:0000115	
WARN	missing_definition	Bull mastiff	IAO:0000115	
WARN	missing_definition	English Cocker Spaniel	IAO:0000115	
WARN	missing_definition	Black and White Belgian	IAO:0000115	
WARN	missing_definition	Dagestan White	IAO:0000115	
WARN	missing_definition	Comiaana	IAO:0000115	
WARN	missing_definition	Silver Sebright	IAO:0000115	
WARN	missing_definition	Anatolian Shepherd	IAO:0000115	
WARN	missing_definition	Toy Spaniel	IAO:0000115	
WARN	missing_definition	Beltsville	IAO:0000115	
WARN	missing_definition	Tharparkar	IAO:0000115	
WARN	missing_definition	Droughtmaster	IAO:0000115	
WARN	missing_definition	Brown Latvian	IAO:0000115	
WARN	missing_definition	Kelpie	IAO:0000115	
WARN	missing_definition	Sussex	IAO:0000115	
WARN	missing_definition	Criollo	IAO:0000115	
WARN	missing_definition	Red Spotted Simmental	IAO:0000115	
WARN	missing_definition	Gir	IAO:0000115	
WARN	missing_definition	Tibetan Mastiff	IAO:0000115	
WARN	missing_definition	Pied	IAO:0000115	
WARN	missing_definition	Swedish Finewool Landrace	IAO:0000115	
WARN	missing_definition	Gascony	IAO:0000115	
WARN	missing_definition	Black Pied Basque	IAO:0000115	
WARN	missing_definition	Colorado Ranger	IAO:0000115	
WARN	missing_definition	Tate de Mouton	IAO:0000115	
WARN	missing_definition	Borzoi	IAO:0000115	
WARN	missing_definition	Red Pied Swedish	IAO:0000115	
WARN	missing_definition	Shorthorn Friesian	IAO:0000115	
WARN	missing_definition	Zebu	IAO:0000115	
WARN	missing_definition	Est a Laine Merino	IAO:0000115	
WARN	missing_definition	Prealpes	IAO:0000115	
WARN	missing_definition	Communes des Alpes	IAO:0000115	
WARN	missing_definition	Ausimi	IAO:0000115	
WARN	missing_definition	Osimi	IAO:0000115	
WARN	missing_definition	Rahmani	IAO:0000115	
WARN	missing_definition	Racka	IAO:0000115	
WARN	missing_definition	Plymouth Rock	IAO:0000115	
WARN	missing_definition	Shepherd	IAO:0000115	
WARN	missing_definition	Irish Wolfhound	IAO:0000115	
WARN	missing_definition	Merino d'Arles	IAO:0000115	
WARN	missing_definition	Gudali	IAO:0000115	
WARN	missing_definition	Wakwa	IAO:0000115	
WARN	missing_definition	West Highland Terrier	IAO:0000115	
WARN	missing_definition	Webster Terrier	IAO:0000115	
WARN	missing_definition	African Dwarf	IAO:0000115	
WARN	missing_definition	German Improved	IAO:0000115	
WARN	missing_definition	Kenana	IAO:0000115	
WARN	missing_definition	Butana	IAO:0000115	
WARN	missing_definition	Western (Sudanese)	IAO:0000115	
WARN	missing_definition	White leghorn	IAO:0000115	
WARN	missing_definition	German Boxer	IAO:0000115	
WARN	missing_definition	Romney Marsh (Kent)	IAO:0000115	
WARN	missing_definition	Cotswold	IAO:0000115	
WARN	missing_definition	Black and White Polish Lowland	IAO:0000115	
WARN	missing_definition	Shih-Tzu	IAO:0000115	
WARN	missing_definition	Gold Coast Shorthorn	IAO:0000115	
WARN	missing_definition	Poznan	IAO:0000115	
WARN	missing_definition	Ardennes	IAO:0000115	
WARN	missing_definition	Fjord	IAO:0000115	
WARN	missing_definition	Polish Koniks	IAO:0000115	
WARN	missing_definition	Shiba	IAO:0000115	
WARN	missing_definition	German shepherd	IAO:0000115	
WARN	missing_definition	White and Blue Belgian	IAO:0000115	
WARN	missing_definition	Red Abyssinian	IAO:0000115	
WARN	missing_definition	Red Point Siamese	IAO:0000115	
WARN	missing_definition	Tonkanese	IAO:0000115	
WARN	missing_definition	Dorset Down	IAO:0000115	
WARN	missing_definition	Sykia Chalkidiki	IAO:0000115	
WARN	missing_definition	Aosta	IAO:0000115	
WARN	missing_definition	Saluki	IAO:0000115	
WARN	missing_definition	Shuwa Arab	IAO:0000115	
WARN	missing_definition	Muturu West African	IAO:0000115	
WARN	missing_definition	Boxer	IAO:0000115	
WARN	missing_definition	Rocky Mountain	IAO:0000115	
WARN	missing_definition	Dwarf Shorthorn	IAO:0000115	
WARN	missing_definition	Erminette	IAO:0000115	
WARN	missing_definition	Red Pied Flemish	IAO:0000115	
WARN	missing_definition	Norwegian Dunkerhound	IAO:0000115	
WARN	missing_definition	Keezhakkaraisal	IAO:0000115	
WARN	missing_definition	Black Spotted Swiss	IAO:0000115	
WARN	missing_definition	Karabas	IAO:0000115	
WARN	missing_definition	Bunaji	IAO:0000115	
WARN	missing_definition	Toyen	IAO:0000115	
WARN	missing_definition	Middle Black Masked	IAO:0000115	
WARN	missing_definition	Red Polish	IAO:0000115	
WARN	missing_definition	Small Red	IAO:0000115	
WARN	missing_definition	Small Black	IAO:0000115	
WARN	missing_definition	Kalmyk	IAO:0000115	
WARN	missing_definition	Muturu	IAO:0000115	
WARN	missing_definition	Shuwa	IAO:0000115	
WARN	missing_definition	Kedah Kelantan	IAO:0000115	
WARN	missing_definition	Sahelian	IAO:0000115	
WARN	missing_definition	Busa	IAO:0000115	
WARN	missing_definition	Pomurslo	IAO:0000115	
WARN	missing_definition	Pramenka	IAO:0000115	
WARN	missing_definition	Red Danish	IAO:0000115	
WARN	missing_definition	Solcava	IAO:0000115	
WARN	missing_definition	Carthusian	IAO:0000115	
WARN	missing_definition	British Shorthair	IAO:0000115	
WARN	missing_definition	White Holland	IAO:0000115	
WARN	missing_definition	Hampshire Down	IAO:0000115	
WARN	missing_definition	Landseer Newfoundland	IAO:0000115	
WARN	missing_definition	Rhoenschaf	IAO:0000115	
WARN	missing_definition	Schwarzkoepfiges Fleischschaf	IAO:0000115	
WARN	missing_definition	Skudde	IAO:0000115	
WARN	missing_definition	Holstein Friesian	IAO:0000115	
WARN	missing_definition	Middle Yorkshire	IAO:0000115	
WARN	missing_definition	Brindled Czech	IAO:0000115	
WARN	missing_definition	Large White Czech	IAO:0000115	
WARN	missing_definition	Kholmogor	IAO:0000115	
WARN	missing_definition	Tukidale	IAO:0000115	
WARN	missing_definition	Wurttemberg Brown	IAO:0000115	
WARN	missing_definition	Bukedi	IAO:0000115	
WARN	missing_definition	Shorthorn Zebu	IAO:0000115	
WARN	missing_definition	Yellow hill	IAO:0000115	
WARN	missing_definition	Landrace	IAO:0000115	
WARN	missing_definition	English Mastiff	IAO:0000115	
WARN	missing_definition	Welsh Wolfhound	IAO:0000115	
WARN	missing_definition	Toy Terrier	IAO:0000115	
WARN	missing_definition	Soay	IAO:0000115	
WARN	missing_definition	Bouvier	IAO:0000115	
WARN	missing_definition	Ridgeback	IAO:0000115	
WARN	missing_definition	Grey Steppe	IAO:0000115	
WARN	missing_definition	Rambouillet	IAO:0000115	
WARN	missing_definition	 Rambouillet	IAO:0000115	
WARN	missing_definition	Labrador Retriever	IAO:0000115	
WARN	missing_definition	Ovis aries	IAO:0000115	
WARN	missing_definition	cow	IAO:0000115	
WARN	missing_definition	cattle	IAO:0000115	
WARN	missing_definition	Piemontese	IAO:0000115	
WARN	missing_definition	Holstein-Friesian	IAO:0000115	
WARN	missing_definition	Indian Holstein	IAO:0000115	
WARN	missing_definition	Polish Holstein-Friesian cattle	IAO:0000115	
WARN	missing_definition	Bichon Frise	IAO:0000115	
WARN	missing_definition	Papillon	IAO:0000115	
WARN	missing_definition	Shorthorn	IAO:0000115	
WARN	missing_definition	Finnish Lapphund	IAO:0000115	
WARN	missing_definition	Burmilla	IAO:0000115	
WARN	missing_definition	Irish Red and White Setter	IAO:0000115	
WARN	missing_definition	Navasota (mixed breed)	IAO:0000115	
WARN	missing_definition	American cocker spaniel	IAO:0000115	
WARN	missing_definition	American Staffordshire terrier	IAO:0000115	
WARN	missing_definition	American pit bull terrier	IAO:0000115	
WARN	missing_definition	Brussels griffon	IAO:0000115	
WARN	missing_definition	French bull terrier	IAO:0000115	
WARN	missing_definition	French bull dog	IAO:0000115	
WARN	missing_definition	Saanen	IAO:0000115	
WARN	missing_definition	Podenco dog	IAO:0000115	
WARN	missing_definition	wheaten terrier	IAO:0000115	
WARN	missing_definition	Hungarian komondor	IAO:0000115	
WARN	missing_definition	Toy Fox Terrier	IAO:0000115	
WARN	missing_definition	Rat Terrier	IAO:0000115	
WARN	missing_definition	Tenterfield Terrier	IAO:0000115	
WARN	missing_definition	Spanish water dog	IAO:0000115	
WARN	missing_definition	Domestic Longhair	IAO:0000115	
WARN	missing_definition	Maine Coon	IAO:0000115	
WARN	missing_definition	Curly-coated retriever	IAO:0000115	
WARN	missing_definition	Alpine	IAO:0000115	
WARN	missing_definition	Lagotto Romagnolo	IAO:0000115	
WARN	missing_definition	Mastiff	IAO:0000115	
WARN	missing_definition	Mexican Hairless Dog (Xoloitzcuintli)	IAO:0000115	
WARN	missing_definition	Peruvian Hairless Dog (Inca Hairless)	IAO:0000115	
WARN	missing_definition	Chinese Crested Dog	IAO:0000115	
WARN	missing_definition	Whippet	IAO:0000115	
WARN	missing_definition	Pekingese	IAO:0000115	
WARN	missing_definition	Grand Basset Griffon Vendeen	IAO:0000115	
WARN	missing_definition	Ragdoll	IAO:0000115	
WARN	missing_definition	Dahe	IAO:0000115	
WARN	missing_definition	Afrikander	IAO:0000115	
WARN	missing_definition	Kele	IAO:0000115	
WARN	missing_definition	Chinese-Tibetan	IAO:0000115	
WARN	missing_definition	Old Danish Pointing Dog	IAO:0000115	
WARN	missing_definition	Clumber Spaniel	IAO:0000115	
WARN	missing_definition	Sussex Spaniel	IAO:0000115	
WARN	missing_definition	Frisian Water Dog	IAO:0000115	
WARN	missing_definition	Trait Breton	IAO:0000115	
WARN	missing_definition	Trait Comtois	IAO:0000115	
WARN	missing_definition	Lancashire heeler	IAO:0000115	
WARN	missing_definition	Nova Scotia Duck Tolling retriever	IAO:0000115	
WARN	missing_definition	Miniature Schnauzer	IAO:0000115	
WARN	missing_definition	Collie	IAO:0000115	
WARN	missing_definition	Portugese water dog	IAO:0000115	
WARN	missing_definition	Alaskan Husky	IAO:0000115	
WARN	missing_definition	Corgi	IAO:0000115	
WARN	missing_definition	Wirehaired Griffon	IAO:0000115	
WARN	missing_definition	Chesapeake Bay Retriever	IAO:0000115	
WARN	missing_definition	American Eskimo dog	IAO:0000115	
WARN	missing_definition	American Bulldog	IAO:0000115	
