defined_class	preferred_label
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9913	Cattle
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9823	Pig
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9939	Ovis spp.
NCBITaxon:9939	Ovis spp.
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9940	Sheep
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9940	Sheep
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9940	Sheep
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:9925	Goat
NCBITaxon:89462	Water Buffalo
NCBITaxon:9031	Chicken
NCBITaxon:9940	Sheep
NCBITaxon:9913	Cattle
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9940	Sheep
NCBITaxon:9940	Sheep
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9031	Chicken
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9796	Horse
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9823	Pig
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
NCBITaxon:9913	Cattle
