defined_class	defined_class_label	taxon	lbo_id	venom_code	fci_id
ID	LABEL	SC 'in taxon' some %	A http://purl.obolibrary.org/obo/omia#lbo_id	A http://purl.obolibrary.org/obo/omia#venom_code	A http://purl.obolibrary.org/obo/omia#fci_id
OMIA:600	Dutch Belted	NCBITaxon:9913	LBO:0000093		
OMIA:535	Longhorn	NCBITaxon:9913	LBO:0000097		
OMIA:1116	Evol̬ner	NCBITaxon:9913	LBO:0000099		
OMIA:18	Galloway	NCBITaxon:9913	LBO:0000106		
OMIA:61	Gelbvieh	NCBITaxon:9913	LBO:0000110		
OMIA:1087	German Angus	NCBITaxon:9913	LBO:0000111		
OMIA:65	Gir	NCBITaxon:9913	LBO:0000113		
OMIA:670	Gudali	NCBITaxon:9913	LBO:0000120		
OMIA:87	Guernsey	NCBITaxon:9913	LBO:0000121		
OMIA:441	Guzera	NCBITaxon:9913	LBO:0000122		
OMIA:581	Guzerat	NCBITaxon:9913	LBO:0000122		
OMIA:166	Hariana	NCBITaxon:9913	LBO:0000124		
OMIA:17	Hereford	NCBITaxon:9913	LBO:0000127		
OMIA:1000	Highland	NCBITaxon:9913	LBO:0000129		
OMIA:205	Hinterwalder	NCBITaxon:9913	LBO:0000130		
OMIA:86	Holstein	NCBITaxon:9913	LBO:0000132		
OMIA:521	Grey Hungarian	NCBITaxon:9913	LBO:0000134		
OMIA:46	Jersey	NCBITaxon:9913	LBO:0000146		
OMIA:101	Kerry	NCBITaxon:9913	LBO:0000153		
OMIA:363	Khillar	NCBITaxon:9913	LBO:0000155		
OMIA:734	Kholmogor	NCBITaxon:9913	LBO:0000156		
OMIA:645	Brown Latvian	NCBITaxon:9913	LBO:0000161		
OMIA:58	Limousin	NCBITaxon:9913	LBO:0000162		
OMIA:96	Maine Anjou	NCBITaxon:9913	LBO:0000170		
OMIA:362	Malvi	NCBITaxon:9913	LBO:0000171		
OMIA:580	Marchigiana	NCBITaxon:9913	LBO:0000173		
OMIA:529	Maremma	NCBITaxon:9913	LBO:0000174		
OMIA:160	Mashona	NCBITaxon:9913	LBO:0000176		
OMIA:122	Meuse Rhine Yssel	NCBITaxon:9913	LBO:0000179		
OMIA:107	Dairy Shorthorn	NCBITaxon:9913	LBO:0000182		
OMIA:419	Modica	NCBITaxon:9913	LBO:0000184		
OMIA:162	Montbeliarde	NCBITaxon:9913	LBO:0000186		
OMIA:315	Murboden	NCBITaxon:9913	LBO:0000188		
OMIA:326	Murray Grey	NCBITaxon:9913	LBO:0000189		
OMIA:713	Muturu	NCBITaxon:9913	LBO:0000190		
OMIA:269	N'dama	NCBITaxon:9913	LBO:0000193		
OMIA:121	Nguni	NCBITaxon:9913	LBO:0000195		
OMIA:618	Normande	NCBITaxon:9913	LBO:0000197		
OMIA:541	Polish Red	NCBITaxon:9913	LBO:0000205		
OMIA:95	Polled Hereford	NCBITaxon:9913	LBO:0000206		
OMIA:48	Piedmontese	NCBITaxon:9913	LBO:0000208		
OMIA:60	Pinzgauer	NCBITaxon:9913	LBO:0000209		
OMIA:551	Rathi	NCBITaxon:9913	LBO:0000213		
OMIA:176	Red Angus	NCBITaxon:9913	LBO:0000214		
OMIA:57	Red Poll	NCBITaxon:9913	LBO:0000218		
OMIA:586	Red Sindhi	NCBITaxon:9913	LBO:0000220		
OMIA:437	Romagnola	NCBITaxon:9913	LBO:0000225		
OMIA:920	Romosinuano	NCBITaxon:9913	LBO:0000226		
OMIA:302	Sahiwal	NCBITaxon:9913	LBO:0000229		
OMIA:257	Salers	NCBITaxon:9913	LBO:0000230		
OMIA:120	Santa Gertrudis	NCBITaxon:9913	LBO:0000234		
OMIA:92	Senepol	NCBITaxon:9913	LBO:0000237		
OMIA:76	Shorthorn	NCBITaxon:9913	LBO:0000240		
OMIA:3	Simmental	NCBITaxon:9913	LBO:0000243		
OMIA:1112	Slovenian Cika	NCBITaxon:9913	LBO:0000245		
OMIA:118	South Devon	NCBITaxon:9913	LBO:0000246		
OMIA:263	Tarentaise	NCBITaxon:9913	LBO:0000251		
OMIA:405	Telemark	NCBITaxon:9913	LBO:0000252		
OMIA:158	Tuli	NCBITaxon:9913	LBO:0000257		
OMIA:746	Grey Steppe	NCBITaxon:9913	LBO:0000258		
OMIA:33	Waygu	NCBITaxon:9913	LBO:0000267		
OMIA:340	Ancona	NCBITaxon:9031	LBO:0000273		
OMIA:1066	Appenzeller Barthuhn	NCBITaxon:9031	LBO:0000275		
OMIA:828	Araucana	NCBITaxon:9031	LBO:0000277		
OMIA:383	Australorp	NCBITaxon:9031	LBO:0000279		
OMIA:272	Cornish	NCBITaxon:9031	LBO:0000290		
OMIA:898	Crevecoeur	NCBITaxon:9031	LBO:0000291		
OMIA:417	Jersey Giant	NCBITaxon:9031	LBO:0000307		
OMIA:1139	Lakenvelder	NCBITaxon:9913	LBO:0000312		
OMIA:279	Leghorn	NCBITaxon:9031	LBO:0000315		
OMIA:1062	Transylvanian naked neck	NCBITaxon:9031	LBO:0000320		
OMIA:332	New Hampshire	NCBITaxon:9031	LBO:0000321		
OMIA:1093	Orpington	NCBITaxon:9031	LBO:0000323		
OMIA:667	Plymouth Rock	NCBITaxon:9031	LBO:0000324		
OMIA:280	Rhode Island Red	NCBITaxon:9031	LBO:0000327		
OMIA:647	Sussex	NCBITaxon:9031	LBO:0000333		
OMIA:1092	Wyandotte	NCBITaxon:9031	LBO:0000336		
OMIA:115	Yorkshire	NCBITaxon:9823	LBO:0000338		
OMIA:435	Great Yorkshire	NCBITaxon:9823	LBO:0000338		
OMIA:439	Angeln Saddleback	NCBITaxon:9823	LBO:0000339		
OMIA:398	Berkshire	NCBITaxon:9823	LBO:0000348		
OMIA:583	Bulgarian Improved White	NCBITaxon:9823	LBO:0000352		
OMIA:321	Chester White	NCBITaxon:9823	LBO:0000354		
OMIA:93	Duroc	NCBITaxon:9823	LBO:0000358		
OMIA:428	Fengjing	NCBITaxon:9823	LBO:0000360		
OMIA:466	French Landrace	NCBITaxon:9823	LBO:0000361		
OMIA:790	Kele	NCBITaxon:9823	LBO:0000372		
OMIA:152	Lacombe	NCBITaxon:9823	LBO:0000375		
OMIA:568	Large Black	NCBITaxon:9823	LBO:0000376		
OMIA:51	Large White	NCBITaxon:9823	LBO:0000378		
OMIA:1169	Mangalitza	NCBITaxon:9823	LBO:0000380		
OMIA:52	Meishan	NCBITaxon:9823	LBO:0000381		
OMIA:730	Middle Yorkshire	NCBITaxon:9823	LBO:0000382		
OMIA:429	Minzhu	NCBITaxon:9823	LBO:0000383		
OMIA:108	Pietrain	NCBITaxon:9823	LBO:0000395		
OMIA:613	Poland China	NCBITaxon:9823	LBO:0000395		
OMIA:451	Saddleback	NCBITaxon:9823	LBO:0000398		
OMIA:266	Tamworth	NCBITaxon:9823	LBO:0000402		
OMIA:791	Chinese-Tibetan	NCBITaxon:9823	LBO:0000404		
OMIA:146	Welsh	NCBITaxon:9823	LBO:0000407		
OMIA:216	Alai Fat Rumped	NCBITaxon:9940	LBO:0000414		
OMIA:1128	Altay	NCBITaxon:9940	LBO:0000419		
OMIA:67	Merino d'Arles	NCBITaxon:9940	LBO:0000425		
OMIA:43	Awassi	NCBITaxon:9940	LBO:0000428		
OMIA:127	Barbados	NCBITaxon:9940	LBO:0000433		
OMIA:295	Blue Faced Maine	NCBITaxon:9940	LBO:0000442		
OMIA:432	Blue Faced Leicester	NCBITaxon:9940	LBO:0000443		
OMIA:1038	Booroola	NCBITaxon:9940	LBO:0000445		
OMIA:359	Border Leicester	NCBITaxon:9940	LBO:0000446		
OMIA:226	Brazilian Somali	NCBITaxon:9940	LBO:0000450		
OMIA:191	Cheviot	NCBITaxon:9940	LBO:0000461		
OMIA:499	Clun Forest	NCBITaxon:9940	LBO:0000464		
OMIA:354	Columbia	NCBITaxon:9940	LBO:0000466		
OMIA:148	Coopworth	NCBITaxon:9940	LBO:0000469		
OMIA:53	Corriedale	NCBITaxon:9940	LBO:0000471		
OMIA:681	Cotswold	NCBITaxon:9940	LBO:0000472		
OMIA:189	Dala	NCBITaxon:9940	LBO:0000474		
OMIA:938	Damara	NCBITaxon:9940	LBO:0000478		
OMIA:1145	Danish Landrace	NCBITaxon:9823	LBO:0000479		
OMIA:56	Dorset	NCBITaxon:9940	LBO:0000488		
OMIA:694	Dorset Down	NCBITaxon:9940	LBO:0000489		
OMIA:111	Finnsheep	NCBITaxon:9940	LBO:0000495		
OMIA:627	German Blackheaded Mutton	NCBITaxon:9940	LBO:0000501		
OMIA:628	German Whiteheaded Mutton	NCBITaxon:9940	LBO:0000504		
OMIA:247	Gotland	NCBITaxon:9940	LBO:0000507		
OMIA:566	Gromark	NCBITaxon:9940	LBO:0000509		
OMIA:1105	Gute	NCBITaxon:9940	LBO:0000511		
OMIA:175	Hampshire	NCBITaxon:9940	LBO:0000512		
OMIA:260	Ile de France	NCBITaxon:9940	LBO:0000524		
OMIA:867	Jacob	NCBITaxon:9940	LBO:0000526		
OMIA:102	Karakul	NCBITaxon:9940	LBO:0000531		
OMIA:183	Langhe	NCBITaxon:9940	LBO:0000538		
OMIA:192	Lincoln	NCBITaxon:9940	LBO:0000542		
OMIA:1109	Massese	NCBITaxon:9940	LBO:0000553		
OMIA:374	Merinolandschaf	NCBITaxon:9940	LBO:0000557		
OMIA:545	Montadale	NCBITaxon:9940	LBO:0000559		
OMIA:227	Morada Nova	NCBITaxon:9940	LBO:0000560		
OMIA:939	Navajo-Churro	NCBITaxon:9940	LBO:0000562		
OMIA:425	Nellore	NCBITaxon:9940	LBO:0000563		
OMIA:259	Oxford	NCBITaxon:9940	LBO:0000571		
OMIA:165	Perendale	NCBITaxon:9940	LBO:0000575		
OMIA:54	Polwarth	NCBITaxon:9940	LBO:0000579		
OMIA:418	Polypay	NCBITaxon:9940	LBO:0000580		
OMIA:547	Priangan	NCBITaxon:9940	LBO:0000583		
OMIA:666	Racka	NCBITaxon:9940	LBO:0000590		
OMIA:26	Rambouillet	NCBITaxon:9940	LBO:0000591		
OMIA:748	Rambouillet	NCBITaxon:9939	LBO:0000591		
OMIA:749	 Rambouillet	NCBITaxon:9939	LBO:0000591		
OMIA:883	Rasa Aragonesa	NCBITaxon:9940	LBO:0000592		
OMIA:727	Rhoenschaf	NCBITaxon:9940	LBO:0000595		
OMIA:47	Romanov	NCBITaxon:9940	LBO:0000597		
OMIA:55	Romney Marsh	NCBITaxon:9940	LBO:0000598		
OMIA:680	Romney Marsh (Kent)	NCBITaxon:9940	LBO:0000598		
OMIA:190	Rygja	NCBITaxon:9940	LBO:0000605		
OMIA:1039	Brazilian Santa In̻s	NCBITaxon:9940	LBO:0000609		
OMIA:228	Santa Ines	NCBITaxon:9940	LBO:0000609		
OMIA:531	Scottish Blackface	NCBITaxon:9940	LBO:0000612		
OMIA:140	Shropshire	NCBITaxon:9940	LBO:0000614		
OMIA:729	Skudde	NCBITaxon:9940	LBO:0000616		
OMIA:743	Soay	NCBITaxon:9940	LBO:0000617		
OMIA:222	Southdown	NCBITaxon:9940	LBO:0000624		
OMIA:126	St Croix	NCBITaxon:9940	LBO:0000628		
OMIA:124	Suffolk	NCBITaxon:9940	LBO:0000632		
OMIA:433	Swaledale	NCBITaxon:9940	LBO:0000634		
OMIA:125	Targhee	NCBITaxon:9940	LBO:0000638		
OMIA:137	Texel	NCBITaxon:9940	LBO:0000640		
OMIA:324	Vendeen	NCBITaxon:9940	LBO:0000654		
OMIA:459	Mouton Vendeen	NCBITaxon:9940	LBO:0000654		
OMIA:193	Welsh Mountain	NCBITaxon:9940	LBO:0000660		
OMIA:497	White Karaman	NCBITaxon:9940	LBO:0000665		
OMIA:984	Chinese Erhualian	NCBITaxon:9823	LBO:0000691		
OMIA:74	Landrace	NCBITaxon:9823	LBO:0000692		
OMIA:410	Altamurana	NCBITaxon:9940	LBO:0000693		
OMIA:1041	Bashkir Curly Horse	NCBITaxon:9796	LBO:0000739		
OMIA:15	Belgian	NCBITaxon:9796	LBO:0000741		
OMIA:655	Colorado Ranger	NCBITaxon:9796	LBO:0000761		
OMIA:478	Marwari	NCBITaxon:9940	LBO:0000833		
OMIA:1078	Miniature	NCBITaxon:9796	LBO:0000837		
OMIA:1089	Missouri Foxtrotter	NCBITaxon:9796	LBO:0000839		
OMIA:1049	Peruvian Paso	NCBITaxon:9796	LBO:0000866		
OMIA:1046	Pony of the Americas	NCBITaxon:9796	LBO:0000872		
OMIA:1007	Old-Tori	NCBITaxon:9796	LBO:0000912		
OMIA:934	Pezzata Rossa	NCBITaxon:9913	LBO:0000934		
OMIA:167	Fleckvieh	NCBITaxon:9913	LBO:0000941		
OMIA:884	Belclare	NCBITaxon:9940	LBO:0000951		
OMIA:78	Alpine	NCBITaxon:9925	LBO:0000955		
OMIA:1	Nubian	NCBITaxon:9925	LBO:0000958		
OMIA:431	Anglo Nubian	NCBITaxon:9925	LBO:0000958		
OMIA:1147	Appenzell	NCBITaxon:9925	LBO:0000960		
OMIA:262	Barbari	NCBITaxon:9925	LBO:0000964		
OMIA:503	Beetal	NCBITaxon:9925	LBO:0000965		
OMIA:561	Boer	NCBITaxon:9925	LBO:0000969		
OMIA:1150	St. Gallen Booted	NCBITaxon:9925	LBO:0000970		
OMIA:1134	Dera Din Panah	NCBITaxon:9925	LBO:0000976		
OMIA:988	Dutch Landrace	NCBITaxon:9925	LBO:0000980		
OMIA:1148	Grisons Striped	NCBITaxon:9925	LBO:0000984		
OMIA:1136	Kamori	NCBITaxon:9925	LBO:0000997		
OMIA:1135	Nachi	NCBITaxon:9925	LBO:0001005		
OMIA:1151	Peacock	NCBITaxon:9925	LBO:0001009		
OMIA:716	Sahelian	NCBITaxon:9925	LBO:0001017		
OMIA:77	Saanen	NCBITaxon:9925	LBO:0001017		
OMIA:284	Toggenburg	NCBITaxon:9925	LBO:0001026		
OMIA:924	Valais Blacknecked Goat	NCBITaxon:9925	LBO:0001027		
OMIA:856	Murrah	NCBITaxon:89462	LBO:0001049		
OMIA:679	White leghorn	NCBITaxon:9031	LBO:0001061		
OMIA:338	Assaf	NCBITaxon:9940	LBO:0001062		
OMIA:204	Vorderwald	NCBITaxon:9913	LBO:0001063		
OMIA:40	Merino	NCBITaxon:9940	LBO:0001067		
OMIA:277	Blackhead Persian	NCBITaxon:9940	LBO:0001069		
OMIA:904	Lacaune	NCBITaxon:9940	LBO:0001072		
OMIA:990	Valle del Belice	NCBITaxon:9940	LBO:0001075		
OMIA:253	Whiteheaded Kazakh	NCBITaxon:9913	LBO:0001078		
OMIA:218	Schwarzbunt	NCBITaxon:9913	LBO:0001079		
OMIA:281	Muzaffarnagari	NCBITaxon:9940	LBO:0001085		
OMIA:967	Romane	NCBITaxon:9940	LBO:0001090		
